name,description,material,product_variants,sku,product_id,pack,size,unit,unit_count,gtin,retail_price,is_catch_weight,average_case_weight,image_url,manufacturer_sku,content_url,ordering_unit,is_broken_case,avg_case_weight,brand,level 1 Category,level2 category,level3 category,level4 category,product-category-style,manufacturer_name,distributor_name,supplier_name,country_of_origin,Group
Fine Whole Wheat Flour,"Brand: GOLD MEDAL
CASE | 1 x 50 LB",,,669050,537f06c2-cf89-468e-bc09-3edca02c4df4,EACH,,CASE,,1.00E+13,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/8e9c7465-0e96-5913-b821-f7d052da8eb2.jpg""]",,,,,,,Canned & Dry,Baking Ingredients,Flour,,,,Ace Endico,,,Food
Gluten Free Fioreglut Flour,"Brand: CAPUTO
CASE | 1 x 5 KL BG",,,667919,4cee0a84-1b65-46d0-8302-b3ff62a47a21,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/0f00f60b-adde-5d7d-bc31-e749f3366ded.jpg""]",,,,,,,Canned & Dry,Baking Ingredients,Flour,,,,Ace Endico,,,Food
Gluten Free Flour,"Brand: CAPUTO
CASE | 12 x 1 KL
EACH | 1 x 2.2 LB",,,667937,33f63f25-567d-4202-8bc3-cf80c0962c7d,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/b9e9f1ea-5bd2-5e65-8898-b4444698a1e1.jpg""]",,,,,,,Canned & Dry,Baking Ingredients,Flour,,,,Ace Endico,,,Food
Gluten Free Flour,"Brand: CAPUTO
CASE | 12 x 1 KL
EACH | 1 x 2.2 LB",,,667937,0d87038b-7513-40c4-91c0-0f693e0b8519,,,EACH,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/b9e9f1ea-5bd2-5e65-8898-b4444698a1e1.jpg""]",,,,,,,Canned & Dry,Baking Ingredients,Flour,,,,Ace Endico,,,Food
Gluten Free Multi-Purpose Flour,"Brand: CUP4CUP
CASE | 1 x 25 LB BAG",,,667938,3db2a5c2-bb0c-4fb6-b1d9-68c5ac25c083,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/57487806-c106-4356-9b90-befd05b95614.png""]",,,,,,,Canned & Dry,Baking Ingredients,Flour,,,,Ace Endico,,,Food
Gold Full Strength Bakers Flour,"Brand: GENERAL MILLS
CASE | 1 x 50 LB",,,668350,95f85461-2915-4b85-8f43-d0d9707c4cbd,EACH,,CASE,,1.00E+13,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/225fd998-aaf0-5287-8957-e44e5d82cfb8.jpg""]",,,,,,,Canned & Dry,Baking Ingredients,Flour,,,,Ace Endico,,,Food
H12 Neapolitan 00 Pizza Flour,"Brand: MOLINO GRASSI
CASE | 1 x 55 LB",,,669411,7618b402-6ebc-4fa5-806d-d8be3385516a,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/d61a10fd-bb24-5b42-8e9f-4e2e6b91964c.jpg""]",,,,,,,Canned & Dry,Baking Ingredients,Flour,,,,Ace Endico,,,Food
Hard Red 00 Flour,"Brand: WILD HIVE FARM
CASE | 1 x 50 LB",,,669518,fa5957f6-9bbf-45da-afdb-e0f007095390,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/ee85bde3-c8be-57d6-a601-a5dcd33894bb.jpg""]",,,,,,,Canned & Dry,Baking Ingredients,Flour,,,,Ace Endico,,,Food
High-Gluten All Trump Flour,"Brand: GOLD MEDAL
CASE | 1 x 50 LB",,,668690,26aa27f8-2f86-4d8e-a41c-729cfaf5b351,EACH,,CASE,,1.00E+13,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/b8e541e8-9e14-53cd-8ed2-70971b5fc506.jpg""]",,,,,,,Canned & Dry,Baking Ingredients,Flour,,,,Ace Endico,,,Food
High Protein Unbleached Flour,"Brand: GIUSTO
CASE | 1 x 50 LB",,,662989,1ffd6348-5f65-42e8-831f-e53893d77fbc,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/260e0847-c244-50f0-a1bf-e0e45c5b97fd.jpg""]",,,,,,,Canned & Dry,Baking Ingredients,Flour,,,,Ace Endico,,,Food
Hi-Gluten Flour,"Brand: SIR LANCELOT
CASE | 1 x 50 LB",,,668201,0f363709-da8e-4725-a734-806235373225,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/0764f775-e36e-4582-ab6d-bf9b12b384fa.png""]",,,,,,,Canned & Dry,Baking Ingredients,Flour,,,,Ace Endico,,,Food
Improver Dough,"Brand: MOLINO DELLAGI
CASE | 1 x 5 KG",,,302580,205a4bc2-9df9-400b-84df-6081a472a5f9,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/53a5974b-1f41-4efd-9887-93a58e6b0212.png""]",,,,,,,Canned & Dry,Baking Ingredients,Flour,,,,Ace Endico,,,Food
Italian Panettone Flour,"Brand: MOLINO DELLAGI
CASE | 1 x 25 KG",,,302579,b5d5a70c-1e28-4414-9ea3-b7e8fab2ae2b,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/6cecc518-37c9-4029-a1a7-34acd1da7db9.png""]",,,,,,,Canned & Dry,Baking Ingredients,Flour,,,,Ace Endico,,,Food
"Manitoba ""0"" Pastry Flour","Brand: MOLINO GRASSI
CASE | 1 x 55 LB",,,669419,f593db42-b3cb-4b8d-9d64-be6209fe9312,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/dbc442a1-5adb-5dab-9e2c-4dc4f3413887.jpg""]",,,,,,,Canned & Dry,Baking Ingredients,Flour,,,,Ace Endico,,,Food
"Nuvola Super ""0"" Flour","Brand: CAPUTO
CASE | 1 x 55 LB",,,669408,dc9d37c3-1a8e-444f-beb0-2c2b65a512ec,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/35906859-52ed-5a7e-83b6-e68980ebda9b.jpg""]",,,,,,,Canned & Dry,Baking Ingredients,Flour,,,,Ace Endico,,,Food
Orange Hi-Gluten #3 Flour,"Brand: SASSONE
CASE | 1 x 50 LB",,,668696,6621b583-c23b-4384-a348-66d3a6f07a25,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/dbe0aaf1-a5ee-51ea-abd7-980d8c115f04.jpg""]",,,,,,,Canned & Dry,Baking Ingredients,Flour,,,,Ace Endico,,,Food
