"name","description","product_variants","sku","pack","size","gtin","retail_price","is_catch_weight","average_case_weight","image_url","manufacturer_sku","content_url","ordering_unit","is_broken_case","avg_case_weight","brand","category","manufacturer_name","distributor_name","supplier_name","country_of_origin"
"Passion Fruit Pineapple Rum Based Cocktail","","","1952958",6,1,"","","","","https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2256589/33592c23cbb655b680186.png?1650544039","","","","","","Adult Spring Break","Spirit","","johnsonbrothers","Adult Spring Break Cocktails","United States"
"Strawberry Bitter Orange Gin Based Cocktail","","","1172554",6,1,"","","","","https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2256592/cf8908a6a26b164c11a04.png?1650544044","","","","","","Adult Spring Break","Spirit","","johnsonbrothers","Adult Spring Break Cocktails","United States"
"Tropical Vacay","","","1121755",24,8.4,"","","","","https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3244209/6e479651c1813f4de5416.png?1722588314","","","","","","Adult Spring Break","Spirit","","johnsonbrothers","Adult Spring Break Cocktails","United States"
"Barolo","","","1879673",12,750,"","","","","https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3028591/4cd8ceac9091701ac5e6d.png?1710336194","","","","","","Agricola Gian Piero Marrone","Wine","","johnsonbrothers","The Sorting Table","Italy"
"Barolo Bussia","","","1790437",6,750,"","","","","https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3028589/e6a226fdfe1e232d6af99.png?1710336192","","","","","","Agricola Gian Piero Marrone","Wine","","johnsonbrothers","The Sorting Table","Italy"
"Barolo Pichemej","","","1874104",6,750,"","","","","https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2842216/8cfae99d532eca29780fe.png?1699986336","","","","","","Agricola Gian Piero Marrone","Wine","","johnsonbrothers","The Sorting Table","Italy"
"Langhe Arneis","","","1584046",12,750,"","","","","https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3028784/8acc3c60f0c189df8e6ed.png?1710337835","","","","","","Agricola Gian Piero Marrone","Wine","","johnsonbrothers","The Sorting Table","Italy"
"Cabernet Sauvignon Mendoza","","","1994492",12,750,"","","","","https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2259632/b682e0486f53cbdd520b6.png?1650628851","","","","","","Alamos","Wine","","johnsonbrothers","Gallo","Argentina"
"Malbec Mendoza","","","1582953",12,750,"","","","","https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2259658/c02218aacd271297bbc56.png?1650628882","","","","","","Alamos","Wine","","johnsonbrothers","Gallo","Argentina"
"Malbec Mendoza","","","1152950",12,750,"","","","","https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2259658/c02218aacd271297bbc56.png?1650628882","","","","","","Alamos","Wine","","johnsonbrothers","Gallo","Argentina"
